iter	F1	Logloss
885	0.9411764706	0.2423842888
886	0.9411764706	0.2423662605
887	0.9411764706	0.2423322314
888	0.9411764706	0.2421168878
889	0.9411764706	0.2419994042
890	0.9421641791	0.24195339
891	0.9411764706	0.2417589291
892	0.9411764706	0.2415609169
893	0.9411764706	0.2413976046
894	0.9411764706	0.2413502046
895	0.9421641791	0.2411768936
896	0.9421641791	0.2408888078
897	0.9431500466	0.2406091702
898	0.9431500466	0.2405926329
899	0.9431500466	0.2403532898
900	0.9431500466	0.2401660409
901	0.9431500466	0.2399211344
902	0.9431500466	0.2397485759
903	0.9431500466	0.239539776
904	0.9431500466	0.2394684547
905	0.9431500466	0.2392352125
906	0.9431500466	0.2389727336
907	0.9431500466	0.2389550585
908	0.9431500466	0.2387609613
909	0.9431500466	0.2386398313
910	0.9431500466	0.2386238925
911	0.9431500466	0.2384550932
912	0.9431500466	0.2382565083
913	0.9431500466	0.2380122012
914	0.9431500466	0.2377431213
915	0.9431500466	0.2376085344
916	0.9431500466	0.2373125216
917	0.9431500466	0.2370079164
918	0.9431500466	0.2367511208
919	0.9431500466	0.2367296365
920	0.9431500466	0.2364891767
921	0.9441340782	0.2362820029
922	0.9441340782	0.2362573561
923	0.9441340782	0.2360748047
924	0.9441340782	0.2359287482
925	0.9441340782	0.2358873576
926	0.9441340782	0.2355838946
927	0.9441340782	0.2353978109
928	0.9441340782	0.2351752998
929	0.9441340782	0.2350784367
930	0.9441340782	0.2348870934
931	0.9441340782	0.2345789721
932	0.9441340782	0.2342698764
933	0.9441340782	0.2342234148
934	0.9441340782	0.2339391035
935	0.9441340782	0.233849973
936	0.9441340782	0.2335824372
937	0.9441340782	0.2335317755
938	0.9441340782	0.2332824664
939	0.9441340782	0.2331032025
940	0.9441340782	0.2330808738
941	0.9441340782	0.2330619103
942	0.9441340782	0.2330482311
943	0.9441340782	0.2328501732
944	0.9441340782	0.2326063729
945	0.9441340782	0.2325885935
946	0.9441340782	0.2323772985
947	0.9441340782	0.2320521953
948	0.9441340782	0.2319825244
949	0.9441340782	0.2319666196
950	0.9441340782	0.2319153413
951	0.9441340782	0.231674789
952	0.9441340782	0.2316566606
953	0.9441340782	0.2314374735
954	0.9441340782	0.2311677395
955	0.9441340782	0.2310260007
956	0.9441340782	0.2309527675
957	0.9450139795	0.2307480734
958	0.9450139795	0.230634654
959	0.9450139795	0.2304671729
960	0.9450139795	0.230313742
961	0.9450139795	0.2302980005
962	0.9450139795	0.2300762828
963	0.9450139795	0.230006525
964	0.9459962756	0.2297710381
965	0.9459962756	0.2296997781
966	0.9459962756	0.2294008179
967	0.9459962756	0.229259523
968	0.9459962756	0.2289827481
969	0.9459962756	0.2289235737
970	0.9459962756	0.228788101
971	0.9459962756	0.2286200573
972	0.9459962756	0.2284466349
973	0.9459962756	0.2284266248
974	0.9459962756	0.2281763342
975	0.9459962756	0.2279041861
976	0.9459962756	0.2276617276
977	0.9459962756	0.2274577124
978	0.9459962756	0.2274220579
979	0.9459962756	0.2274050573
980	0.9459962756	0.2272487079
981	0.9459962756	0.2271308209
982	0.9459962756	0.2269815536
983	0.9459962756	0.2268793491
984	0.9459962756	0.2267804379
985	0.9468779124	0.2264807139
986	0.9468779124	0.2262696262
987	0.9468779124	0.2259594086
988	0.9468779124	0.2257897599
989	0.9468779124	0.2256725042
990	0.9468779124	0.2255504541
991	0.9468779124	0.2252668337
992	0.9468779124	0.2251076958
993	0.9468779124	0.2248611292
994	0.9468779124	0.2245768175
995	0.9468779124	0.2244008472
996	0.9468779124	0.2243807198
997	0.947858473	0.2241883598
998	0.947858473	0.2239571068
999	0.947858473	0.2237932376
